,step,type,branch,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,unusuallogin,isFlaggedFraud,Acct type,Date of transaction,Time of day,isFraud
7991,7,PAYMENT,Espana,12579.53,C2049308910,49738,37158.47,M1846942954,0,0,3,0,Savings,16/1/2018,Afternoon,0
7992,7,PAYMENT,Francia,6188.09,C1732123890,50349,44160.91,M664944007,0,0,8,0,Savings,19/1/2018,Night,0
7993,7,PAYMENT,Francia,7016.75,C1914000149,19592,12575.25,M750444785,0,0,4,0,Savings,25/1/2018,Night,0
7994,7,CASH_OUT,Alemania,134103.27,C1005891608,12575.25,0,C365212068,169425.4,355690.69,15,0,Savings,3/1/2018,Afternoon,0
7995,7,CASH_OUT,Reino Unido,65593.85,C227339492,0,0,C1909597726,147470,267798.33,5,0,Current,5/1/2018,Morning,0
7996,7,CASH_OUT,Francia,22346.99,C1440320443,0,0,C531076772,99548,121894.99,17,0,Savings,7/1/2018,Afternoon,0
7997,7,CASH_OUT,Francia,397407.29,C782193817,0,0,C1554565380,935777.38,4625599.45,13,0,Current,6/1/2018,Afternoon,0
7998,7,CASH_OUT,Francia,56543.95,C821380386,0,0,C1357984916,82357,138900.95,4,0,Current,6/1/2018,Night,0
7999,7,CASH_OUT,Alemania,498747.45,C1525969940,0,0,C991505714,4391509.82,5352935.74,5,0,Current,8/1/2018,Morning,0
8000,7,CASH_OUT,Irlanda,139484.1,C1139386530,0,0,C1354952534,615897.2,755381.3,12,0,Current,9/1/2018,Afternoon,0
8001,7,CASH_OUT,Finlandia,256226.2,C394663898,0,0,C1028574311,518041.64,1305828.01,18,0,Current,10/1/2018,Morning,0
8002,7,PAYMENT,Italia,11204.04,C222334045,5508,0,M1961696565,0,0,9,0,Current,11/1/2018,Morning,0
8003,7,PAYMENT,Francia,2490.82,C2060388274,235025,232534.18,M1565583350,0,0,3,0,Current,12/1/2018,Night,0
8004,7,PAYMENT,Francia,5893.04,C1425779301,55822,49928.96,M1222836602,0,0,2,0,Current,13/1/2018,Morning,0
8005,7,PAYMENT,Francia,689.28,C1251179843,11126,10436.72,M270945456,0,0,20,0,Savings,16/1/2018,Morning,0
8006,7,PAYMENT,Finlandia,6855.46,C428307539,67316.5,60461.04,M1237278408,0,0,19,0,Savings,19/1/2018,Night,0
8007,7,CASH_IN,Italia,215497.06,C404179929,60461.04,275958.1,C1100767002,363801.08,148304.02,6,0,Current,25/1/2018,Night,0
8008,7,CASH_IN,Francia,189451.99,C989255591,275958.1,465410.09,C1883840933,18500000,18100000,3,0,Current,3/1/2018,Afternoon,0
8009,7,CASH_IN,Rusia,263867.55,C410065222,465410.09,729277.63,C1286084959,4314524.1,7488671.79,5,0,Savings,5/1/2018,Morning,0
8010,7,CASH_IN,Suecia,144948.36,C730553758,729277.63,874225.99,C1496102000,159608.22,14659.86,9,0,Savings,7/1/2018,Night,0
8011,7,CASH_IN,Rusia,272314.63,C165712565,874225.99,1146540.62,C503195940,733557.55,228783.05,16,0,Savings,6/1/2018,Night,0
8012,7,CASH_IN,Reino Unido,336763.21,C86456257,1146540.62,1483303.83,C662736689,5989593.11,5677417.44,5,0,Current,6/1/2018,Afternoon,0
8013,7,CASH_IN,Suecia,164110.03,C361542922,1483303.83,1647413.86,C1019670582,448700.47,397273.75,2,0,Current,8/1/2018,Afternoon,0
8014,7,CASH_IN,Espana,442134.08,C1687842184,1647413.86,2089547.94,C1423992712,10800000,9689179.38,6,0,Current,9/1/2018,Afternoon,0
8015,7,CASH_IN,Italia,116495.63,C1776434836,2089547.94,2206043.57,C662736689,5652829.91,5677417.44,5,0,Savings,10/1/2018,Afternoon,0
8016,7,CASH_IN,Rusia,106151.41,C1439139158,2206043.57,2312194.99,C28783325,128272.44,22121.02,3,0,Savings,11/1/2018,Afternoon,0
8017,7,CASH_IN,Espana,83459,C622022145,2312194.99,2395653.99,C1634190383,424543.81,341084.81,19,0,Current,12/1/2018,Afternoon,0
8018,7,CASH_IN,Reino Unido,136875.33,C315785478,2395653.99,2532529.32,C191614132,146576.47,9701.14,12,0,Savings,13/1/2018,Night,0
8019,7,CASH_IN,Reino Unido,138927.96,C1782324054,2532529.32,2671457.28,C1151964959,239264,100336.04,16,0,Savings,16/1/2018,Night,0
8020,7,CASH_IN,Italia,309741.86,C62443122,2671457.28,2981199.14,C1394526584,618730.52,1360079.51,19,0,Savings,19/1/2018,Afternoon,0
8021,7,CASH_IN,Italia,88141.39,C1021635394,2981199.14,3069340.53,C1730752455,1681579.88,1699431.84,7,0,Current,25/1/2018,Morning,0
8022,7,CASH_IN,Paises Bajos,210085.11,C976783209,3069340.53,3279425.64,C1916720513,6657466.63,6216828.05,4,0,Savings,3/1/2018,Afternoon,0
8023,7,CASH_IN,Francia,370786.7,C810864083,3279425.64,3650212.34,C1423992712,10300000,9689179.38,20,0,Current,5/1/2018,Afternoon,0
8024,7,CASH_IN,Francia,710443.79,C1968852725,3650212.34,4360656.13,C1816757085,9228087.02,10200000,16,0,Savings,7/1/2018,Night,0
8025,7,CASH_IN,Alemania,29091.31,C1862206951,4360656.13,4389747.44,C503485607,89435.23,60343.92,3,0,Current,6/1/2018,Morning,0
8026,7,CASH_IN,Reino Unido,40685.1,C268616862,4389747.44,4430432.54,C2029310301,60962,20276.9,13,0,Savings,6/1/2018,Afternoon,0
8027,7,CASH_IN,Reino Unido,77220.41,C103725336,4430432.54,4507652.96,C1262822392,17600000,18000000,2,0,Current,8/1/2018,Morning,0
8028,7,CASH_IN,Espana,67833.45,C564421326,4507652.96,4575486.41,C803116137,15500000,15700000,15,0,Savings,9/1/2018,Morning,0
8029,7,CASH_IN,Alemania,156704.19,C937593632,4575486.41,4732190.6,C1789550256,3901803.58,5020386.7,18,0,Savings,10/1/2018,Night,0
8030,7,CASH_IN,Francia,180187.9,C826445686,4732190.6,4912378.49,C1750563752,292463.21,112275.31,17,0,Savings,11/1/2018,Morning,0
8031,7,CASH_IN,Alemania,185715.77,C1113003583,4912378.49,5098094.27,C1870436181,186539.26,823.49,6,0,Savings,12/1/2018,Morning,0
8032,7,CASH_IN,Italia,416366.53,C1088925353,5098094.27,5514460.8,C1085479446,838648.39,346139.62,9,0,Current,13/1/2018,Night,0
8033,7,CASH_IN,Francia,257656.05,C1677690398,5514460.8,5772116.86,C977993101,1020923.91,1626304.94,15,0,Savings,16/1/2018,Night,0
8034,7,CASH_IN,Alemania,314770.11,C1189317672,5772116.86,6086886.97,C909295153,8496826.84,9092634.94,7,0,Savings,19/1/2018,Morning,0
8035,7,CASH_IN,Francia,444482.74,C1014991909,6086886.97,6531369.71,C7881234,594915.4,48630.5,15,0,Current,25/1/2018,Afternoon,0
8036,7,CASH_IN,Rusia,207880.29,C1091633125,6531369.71,6739250.01,C766681183,13200000,13100000,16,0,Savings,3/1/2018,Afternoon,0
8037,7,CASH_IN,Reino Unido,523736.96,C1581276847,6739250.01,7262986.97,C1816986148,1264211.32,1074318.86,1,0,Savings,5/1/2018,Afternoon,0
8038,7,CASH_IN,Francia,49565.82,C77077379,7262986.97,7312552.79,C423583818,94873.55,45307.73,7,0,Savings,7/1/2018,Night,0
8039,7,CASH_IN,Ucrania,272493.95,C1145479569,7312552.79,7585046.74,C97730845,14700000,14700000,7,0,Savings,6/1/2018,Night,0
8040,7,CASH_IN,Reino Unido,45144.38,C49250603,7585046.74,7630191.12,C1459693562,68425,23280.62,13,0,Savings,6/1/2018,Afternoon,0
8041,7,CASH_IN,Irlanda,251239.53,C1577452287,7630191.12,7881430.66,C2072865894,748151.48,182117.56,12,0,Savings,8/1/2018,Morning,0
8042,7,CASH_IN,Alemania,123681.62,C445013695,7881430.66,8005112.28,C7313260,176477.46,52795.84,7,0,Savings,9/1/2018,Morning,0
8043,7,CASH_IN,Republica Checa,47412.4,C1799175767,8005112.28,8052524.68,C1495761010,299742.24,1193550.39,18,0,Current,10/1/2018,Morning,0
8044,7,CASH_IN,Francia,22910.06,C354753730,8052524.68,8075434.74,C1122805102,23568.91,658.85,20,0,Current,11/1/2018,Morning,0
8045,7,PAYMENT,Alemania,9099.13,C2077947235,146,0,M1400979201,0,0,20,0,Savings,12/1/2018,Morning,0
8046,7,PAYMENT,Francia,2344.84,C1363963040,4492,2147.16,M1823652167,0,0,2,0,Current,13/1/2018,Afternoon,0
8047,7,PAYMENT,Reino Unido,4913.94,C1089419359,388,0,M441216628,0,0,16,0,Savings,16/1/2018,Morning,0
8048,7,PAYMENT,Francia,6059.38,C685189361,17108,11048.62,M1373029421,0,0,1,0,Savings,19/1/2018,Morning,0
8049,7,PAYMENT,Reino Unido,557.16,C1749169032,49498,48940.84,M285527866,0,0,5,0,Savings,25/1/2018,Night,0
8050,7,PAYMENT,Reino Unido,4335.19,C8781131,11612,7276.81,M1729472218,0,0,6,0,Savings,3/1/2018,Morning,0
8051,7,PAYMENT,Francia,5594.04,C514983875,371,0,M704144944,0,0,3,0,Savings,5/1/2018,Morning,0
8052,7,CASH_OUT,Francia,101717.84,C112765409,15348,0,C1379589736,0,101717.84,6,0,Savings,7/1/2018,Night,0
8053,7,TRANSFER,Reino Unido,874562.86,C1280441498,31429,0,C2145942542,0,359869.33,3,0,Savings,6/1/2018,Night,0
8054,7,PAYMENT,Alemania,2418.83,C1112766156,0,0,M678449488,0,0,20,0,Savings,6/1/2018,Afternoon,0
8055,7,PAYMENT,Francia,1194.12,C1799623198,0,0,M682788544,0,0,4,0,Savings,8/1/2018,Afternoon,0
8056,7,PAYMENT,Finlandia,9260.35,C1905160204,32230,22969.65,M1532904892,0,0,7,0,Current,9/1/2018,Morning,0
8057,7,TRANSFER,Portugal,692484.38,C281110571,81918,0,C886517510,45953,153556.92,4,0,Savings,10/1/2018,Night,0
8058,7,PAYMENT,Italia,3999.34,C754546805,3715,0,M779445238,0,0,19,0,Savings,11/1/2018,Night,0
8059,7,CASH_OUT,Reino Unido,141427.48,C120561697,0,0,C836514715,961832.41,1289357.76,6,0,Current,12/1/2018,Afternoon,0
8060,7,TRANSFER,Francia,447478.26,C473170143,5081,0,C1145835418,49488,952478.33,20,0,Savings,13/1/2018,Afternoon,0
8061,7,PAYMENT,Alemania,9299.31,C2078927356,605,0,M2122731428,0,0,8,0,Current,16/1/2018,Afternoon,0
8062,7,PAYMENT,Reino Unido,2504.15,C72537853,595,0,M953949264,0,0,11,0,Current,19/1/2018,Afternoon,0
8063,7,PAYMENT,Espana,10115.13,C214869182,32050,21934.87,M1090073068,0,0,9,0,Current,25/1/2018,Afternoon,0
8064,7,PAYMENT,Francia,1495.79,C1385099824,9119,7623.21,M182999725,0,0,9,0,Savings,3/1/2018,Afternoon,0
8065,7,PAYMENT,Espana,6022.93,C1937433626,16914,10891.07,M2047200712,0,0,20,0,Savings,5/1/2018,Night,0
8066,7,TRANSFER,Irlanda,23553.39,C1598009290,52701,29147.61,C195600860,0,23553.39,18,0,Savings,7/1/2018,Night,0
8067,7,PAYMENT,Italia,5941.42,C390769586,50087,44145.58,M867485557,0,0,5,0,Savings,6/1/2018,Afternoon,0
8068,7,CASH_OUT,Irlanda,269750.94,C1737176902,61588,0,C111210112,22991,705242.01,9,0,Savings,6/1/2018,Morning,0
8069,7,PAYMENT,Francia,7125.4,C1164481922,590,0,M121483686,0,0,19,0,Savings,8/1/2018,Afternoon,0
8070,7,PAYMENT,Belgica,6905.52,C312955227,59836,52930.48,M740844878,0,0,9,0,Savings,9/1/2018,Afternoon,0
8071,7,CASH_OUT,Ucrania,266061.33,C770519500,134,0,C2083117811,0,373118.84,9,0,Current,10/1/2018,Night,0
8072,7,PAYMENT,Reino Unido,1820.34,C1203180886,0,0,M1873983858,0,0,12,0,Savings,11/1/2018,Morning,0
8073,7,TRANSFER,Italia,231564.18,C6267871,149742,0,C1991252420,20582,53924.65,13,0,Current,12/1/2018,Afternoon,0
8074,7,PAYMENT,Reino Unido,11226.69,C1157136713,145486,134259.31,M991572261,0,0,18,0,Savings,13/1/2018,Morning,0
8075,7,TRANSFER,Alemania,362349.62,C1100576285,12242,0,C505973878,25796,922645.99,20,0,Current,16/1/2018,Morning,0
8076,7,PAYMENT,Reino Unido,14440.44,C1017472170,0,0,M1020745918,0,0,19,0,Savings,19/1/2018,Night,0
8077,7,PAYMENT,Espana,18745.74,C1445905688,0,0,M1552771166,0,0,12,0,Savings,25/1/2018,Morning,0
8078,7,PAYMENT,Austria,12489.85,C1260050257,0,0,M1292788772,0,0,10,0,Savings,3/1/2018,Morning,0
8079,7,PAYMENT,Italia,5218.64,C1839754904,0,0,M1515201771,0,0,4,0,Current,5/1/2018,Night,0
8080,7,PAYMENT,Alemania,23532.24,C1198375087,0,0,M2038211362,0,0,15,0,Current,7/1/2018,Night,0
8081,7,PAYMENT,Rusia,13337.69,C1460592187,0,0,M203607885,0,0,8,0,Savings,6/1/2018,Afternoon,0
8082,7,PAYMENT,Francia,4493.34,C627248862,31359,26865.66,M966446307,0,0,1,0,Savings,6/1/2018,Morning,0
8083,7,PAYMENT,Alemania,5693.58,C415511277,29541,23847.42,M34004511,0,0,12,0,Savings,8/1/2018,Night,0
8084,7,PAYMENT,Reino Unido,5672.3,C1068381567,510,0,M1354501053,0,0,12,0,Savings,9/1/2018,Night,0
8085,7,PAYMENT,Finlandia,11109.58,C1767245853,29890,18780.42,M1570030862,0,0,6,0,Savings,10/1/2018,Afternoon,0
8086,7,CASH_OUT,Francia,391811.34,C324998670,27374,0,C1100439041,0,168705.77,4,0,Savings,11/1/2018,Afternoon,0
8087,7,PAYMENT,Austria,7090.13,C588125755,345,0,M2051142823,0,0,4,0,Current,12/1/2018,Afternoon,0
8088,7,PAYMENT,Reino Unido,160.54,C25616980,51420,51259.46,M1786936076,0,0,1,0,Savings,13/1/2018,Afternoon,0
8089,7,PAYMENT,Reino Unido,5874.76,C971900841,60089,54214.24,M1291794687,0,0,6,0,Current,16/1/2018,Afternoon,0
8090,7,PAYMENT,Finlandia,15568.94,C2061363062,10474,0,M67025210,0,0,17,0,Savings,19/1/2018,Afternoon,0
8091,7,PAYMENT,Francia,4721.88,C1256469923,60504,55782.12,M2137638080,0,0,19,0,Savings,25/1/2018,Night,0
8092,7,PAYMENT,Austria,6596.11,C1788504588,69507,62910.89,M484124940,0,0,10,0,Savings,3/1/2018,Night,0
8093,7,PAYMENT,Belgica,13517.23,C2012831257,102407,88889.77,M1174916066,0,0,9,0,Savings,5/1/2018,Afternoon,0
8094,7,PAYMENT,Alemania,11105.62,C2146698020,9224,0,M975361695,0,0,7,0,Savings,7/1/2018,Morning,0
8095,7,PAYMENT,Paises Bajos,405.9,C118902356,186318,185912.1,M2134297999,0,0,6,0,Current,6/1/2018,Afternoon,0
8096,7,PAYMENT,Reino Unido,15988.24,C537136238,53759,37770.76,M213819615,0,0,8,0,Savings,6/1/2018,Afternoon,0
8097,7,CASH_OUT,Francia,47855.19,C963591154,37770.76,0,C1721246982,1515372.59,2575739.64,14,0,Savings,8/1/2018,Night,0
8098,7,PAYMENT,Brasil,17236.25,C1895617509,39025.86,21789.61,M1880872680,0,0,12,0,Savings,9/1/2018,Morning,0
8099,7,PAYMENT,Guatemala,823.23,C165296236,21789.61,20966.38,M1227497998,0,0,5,0,Savings,10/1/2018,Afternoon,0
8100,7,PAYMENT,Mexico,6904.78,C1600107317,4402,0,M1901953696,0,0,6,0,Savings,11/1/2018,Morning,0
8101,7,CASH_IN,Nicaragua,81624.34,C698146239,160709,242333.34,C869665662,35228.81,0,4,0,Current,12/1/2018,Morning,0
8102,7,PAYMENT,Honduras,3206.32,C834580688,148,0,M333081545,0,0,10,0,Savings,13/1/2018,Night,0
8103,7,PAYMENT,Republica Dominicana,548.52,C244298640,3067,2518.48,M1093793499,0,0,18,0,Savings,16/1/2018,Morning,0
8104,7,PAYMENT,Mexico,2494.55,C97383965,19491,16996.45,M1158234446,0,0,2,0,Savings,19/1/2018,Morning,0
8105,7,PAYMENT,Mexico,19258.16,C921270604,106553,87294.84,M2023806564,0,0,3,0,Savings,25/1/2018,Night,0
8106,7,PAYMENT,Panama,3064.28,C305638003,31413,28348.72,M498833994,0,0,2,0,Savings,3/1/2018,Night,0
8107,7,TRANSFER,El Salvador,385674.22,C1625666472,128,0,C1373172466,0,571846.3,20,0,Current,5/1/2018,Morning,0
8108,7,PAYMENT,Brasil,8336.7,C503859750,144928,136591.3,M834871206,0,0,14,0,Savings,7/1/2018,Morning,0
8109,7,PAYMENT,Bolivia,11856.98,C1894492702,156795,144938.02,M1029586776,0,0,1,0,Savings,6/1/2018,Morning,0
8110,7,PAYMENT,Honduras,16092.52,C1633360815,20219,4126.48,M1221330445,0,0,19,0,Savings,6/1/2018,Afternoon,0
8111,7,CASH_IN,Brasil,20439.44,C1708850768,31023,51462.44,C1811787479,10342,0,4,0,Savings,8/1/2018,Morning,0
8112,7,PAYMENT,Colombia,6234.94,C699574604,74988.07,68753.13,M277698998,0,0,12,0,Savings,9/1/2018,Morning,0
8113,7,CASH_OUT,Brasil,6266.97,C953797060,68753.13,62486.16,C451111351,4395659.09,7255066.28,2,0,Savings,10/1/2018,Night,0
8114,7,CASH_OUT,Bolivia,16921.29,C172198129,62486.16,45564.87,C656977363,337101.94,354023.23,11,0,Current,11/1/2018,Morning,0
8115,7,CASH_OUT,Brasil,294345.35,C914864188,45564.87,0,C787033725,297289.34,1640349.09,16,0,Savings,12/1/2018,Morning,0
8116,7,PAYMENT,Mexico,8448.99,C1287460787,55611,47162.01,M979132425,0,0,12,0,Current,13/1/2018,Night,0
8117,7,PAYMENT,Republica Dominicana,3947.29,C743334835,47162.01,43214.72,M654538846,0,0,4,0,Savings,16/1/2018,Night,0
8118,7,PAYMENT,Cuba,9895.37,C61338498,17187,7291.63,M1512216535,0,0,3,0,Savings,19/1/2018,Afternoon,0
8119,7,TRANSFER,Guatemala,400589.96,C86914267,654103,253513.04,C1651945012,128903.15,1556799.98,11,0,Savings,25/1/2018,Afternoon,0
8120,7,PAYMENT,Honduras,10350.66,C970161576,52105,41754.34,M89432819,0,0,7,0,Current,3/1/2018,Morning,0
8121,7,PAYMENT,Mexico,12054.47,C1267073441,179179,167124.53,M1064991974,0,0,1,0,Savings,5/1/2018,Night,0
8122,7,PAYMENT,Honduras,1841.69,C501639324,124930.52,123088.83,M1032131305,0,0,6,0,Savings,7/1/2018,Night,0
8123,7,CASH_OUT,Cuba,204028.57,C1190500337,123088.83,0,C803116137,15400000,15700000,11,0,Savings,6/1/2018,Afternoon,0
8124,7,PAYMENT,El Salvador,1853.22,C704929413,28228,26374.78,M76046801,0,0,4,0,Savings,6/1/2018,Afternoon,0
8125,7,PAYMENT,Mexico,6483.34,C294599155,26374.78,19891.44,M2075098668,0,0,13,0,Savings,8/1/2018,Afternoon,0
8126,7,CASH_OUT,Honduras,11006.68,C1943529386,552394.47,541387.8,C1213485528,270840.8,234828.48,12,0,Current,9/1/2018,Afternoon,0
8127,7,TRANSFER,Mexico,1284837.02,C882280168,541387.8,0,C11003494,13700000,15000000,1,0,Savings,10/1/2018,Morning,0
8128,7,PAYMENT,Honduras,5268.25,C1547596072,30098,24829.75,M1558198941,0,0,9,0,Current,11/1/2018,Afternoon,0
8129,7,CASH_OUT,Chile,116488,C281443356,24829.75,0,C1419794148,1914351.78,2813795.5,4,0,Savings,12/1/2018,Afternoon,0
8130,7,PAYMENT,Cuba,11236.53,C275192106,78342,67105.47,M1065327935,0,0,17,0,Savings,13/1/2018,Afternoon,0
8131,7,DEBIT,El Salvador,285.71,C1654025375,551,265.29,C1200612373,2150,2435.71,7,0,Savings,16/1/2018,Night,0
8132,7,PAYMENT,Mexico,2813.84,C1100208717,567160,564346.16,M1762997532,0,0,15,0,Savings,19/1/2018,Night,0
8133,7,PAYMENT,Honduras,1839.63,C717278052,580,0,M2078517303,0,0,4,0,Savings,25/1/2018,Afternoon,0
8134,7,CASH_IN,Cuba,79069.17,C612189364,5392,84461.17,C1219273867,10076.87,0,1,0,Savings,3/1/2018,Morning,0
8135,7,PAYMENT,Mexico,10089.51,C1677732082,16805,6715.49,M1219970301,0,0,7,0,Savings,5/1/2018,Morning,0
8136,7,PAYMENT,Mexico,4096.05,C787738572,9751,5654.95,M1617253954,0,0,13,0,Savings,7/1/2018,Morning,0
8137,7,PAYMENT,Brasil,5093.97,C96974084,54770,49676.03,M1998948845,0,0,4,0,Savings,6/1/2018,Night,0
8138,7,PAYMENT,Cuba,5807.09,C1176077642,2050,0,M201591949,0,0,19,0,Current,6/1/2018,Night,0
8139,7,TRANSFER,Republica Dominicana,375736.37,C877918108,0,0,C257999182,770951.48,2324423.73,10,0,Savings,8/1/2018,Afternoon,0
8140,7,TRANSFER,Nicaragua,1946101.41,C1868724762,0,0,C985934102,2167453.17,5827219.22,1,0,Savings,9/1/2018,Afternoon,0
8141,7,TRANSFER,Honduras,128806.24,C1700499817,0,0,C374625527,439365.7,842508.92,15,0,Current,10/1/2018,Morning,0
8142,7,TRANSFER,El Salvador,717318.86,C1226283307,0,0,C1515704208,8994590.18,9973139.6,10,0,Savings,11/1/2018,Night,0
8143,7,PAYMENT,Mexico,1789.39,C1649633410,331,0,M513633400,0,0,7,0,Current,12/1/2018,Night,0
8144,7,PAYMENT,Mexico,12280.47,C670332443,20018,7737.53,M1390374159,0,0,19,0,Current,13/1/2018,Night,0
8145,7,PAYMENT,Mexico,7105.09,C733026478,10717,3611.91,M1580883724,0,0,5,0,Current,16/1/2018,Afternoon,0
8146,7,TRANSFER,Mexico,1170389.4,C1526378110,3611.91,0,C451111351,4401926.06,7255066.28,13,0,Savings,19/1/2018,Afternoon,0
8147,7,CASH_OUT,Mexico,166347.32,C1935935291,151,0,C1234059684,178514.46,588891.42,13,0,Savings,25/1/2018,Night,0
8148,7,TRANSFER,Mexico,941502.27,C1345525137,0,0,C1234776885,2120721.65,4441465.94,12,0,Savings,3/1/2018,Morning,0
8149,7,TRANSFER,Mexico,451044.54,C1560142500,0,0,C451111351,5572315.46,7255066.28,3,0,Savings,5/1/2018,Afternoon,0
8150,7,TRANSFER,Mexico,2102252.96,C1408974363,0,0,C128870695,10400000,14100000,9,0,Savings,7/1/2018,Night,0
8151,7,TRANSFER,Brasil,798540.41,C16098944,0,0,C1554540309,1145076.98,5652054.58,2,0,Savings,6/1/2018,Afternoon,0
8152,7,TRANSFER,Brasil,558601.07,C1218622610,0,0,C803116137,15600000,15700000,19,0,Savings,6/1/2018,Night,0
8153,7,TRANSFER,Brasil,261399.78,C2079954912,0,0,C1060041730,282354.82,916266.8,20,0,Current,8/1/2018,Night,0
8154,7,TRANSFER,Peru,1008022.35,C1912104290,0,0,C214774813,14800000,17800000,12,0,Savings,9/1/2018,Afternoon,0
8155,7,TRANSFER,Brasil,237177.84,C1544821883,0,0,C257999182,1146687.85,2324423.73,1,0,Current,10/1/2018,Morning,0
8156,7,TRANSFER,Mexico,185530.93,C21964111,0,0,C1234059684,344861.78,588891.42,6,0,Savings,11/1/2018,Night,0
8157,7,TRANSFER,Guatemala,819668.37,C910091281,0,0,C1674899618,6518936.04,10000000,8,0,Current,12/1/2018,Morning,0
8158,7,TRANSFER,Guatemala,436436.54,C81745089,0,0,C1419794148,2030839.78,2813795.5,13,0,Savings,13/1/2018,Night,0
8159,7,TRANSFER,Guatemala,59453.13,C2018801637,0,0,C1778300121,123372.55,360880.92,1,0,Savings,16/1/2018,Morning,0
8160,7,TRANSFER,Haiti,107226.8,C13193469,0,0,C1931283804,285789.46,297659.82,5,0,Savings,19/1/2018,Afternoon,0
8161,7,TRANSFER,Mexico,177107.38,C1100358297,0,0,C184253187,4054240.04,4598815.2,18,0,Current,25/1/2018,Morning,0
8162,7,TRANSFER,El Salvador,194287.8,C1066471222,0,0,C1531333864,367440.25,561728.05,7,0,Current,3/1/2018,Morning,0
8163,7,TRANSFER,Guatemala,123726.5,C1679932542,0,0,C863811613,461463.37,1328510.04,3,0,Savings,5/1/2018,Night,0
8164,7,TRANSFER,Guatemala,809801.18,C774194879,0,0,C836514715,1103259.89,1289357.76,6,0,Savings,7/1/2018,Morning,0
8165,7,TRANSFER,Brasil,93999.6,C1582770952,0,0,C1761291320,104561.14,233350.47,12,0,Savings,6/1/2018,Morning,0
8166,7,TRANSFER,El Salvador,91099.24,C1762158411,0,0,C2063763486,99457.04,171172.6,1,0,Savings,6/1/2018,Night,0
8167,7,TRANSFER,Mexico,48108.93,C10740824,0,0,C1427067435,85560.8,27945.5,6,0,Savings,8/1/2018,Night,0
8168,7,TRANSFER,Guatemala,133544.47,C79120973,0,0,C662736689,5536334.27,5677417.44,9,0,Savings,9/1/2018,Afternoon,0
8169,7,TRANSFER,Honduras,86923.76,C1675570872,0,0,C1777369261,208048.14,4847.15,5,0,Current,10/1/2018,Afternoon,0
8170,7,TRANSFER,Mexico,20671.86,C1237790647,0,0,C1701412896,41712,24713.54,14,0,Savings,11/1/2018,Morning,0
8171,7,TRANSFER,Brasil,44029.69,C1448707059,0,0,C932493233,150764,37015.12,19,0,Current,12/1/2018,Night,0
8172,7,PAYMENT,El Salvador,15217.98,C1744981591,55773,40555.02,M1915885313,0,0,11,0,Savings,13/1/2018,Night,0
8173,7,PAYMENT,Mexico,930.35,C49820775,21315,20384.65,M405039568,0,0,9,0,Savings,16/1/2018,Afternoon,0
8174,7,PAYMENT,Mexico,11899.28,C1655635061,34594,22694.72,M13002046,0,0,18,0,Savings,19/1/2018,Afternoon,0
8175,7,TRANSFER,Brasil,548784.5,C1130242637,22694.72,0,C1303868418,3587274.52,5597078.49,4,0,Savings,25/1/2018,Morning,0
8176,7,TRANSFER,Panama,487344.19,C2022680863,0,0,C1651945012,529493.11,1556799.98,3,0,Savings,3/1/2018,Night,0
8177,7,PAYMENT,Mexico,3445.22,C1842851631,266,0,M1586219070,0,0,10,0,Current,5/1/2018,Night,0
8178,7,PAYMENT,Guatemala,7991.47,C1819657704,100526,92534.53,M1765232168,0,0,20,0,Savings,7/1/2018,Afternoon,0
8179,7,PAYMENT,El Salvador,8336.62,C969489142,402584,394247.38,M956551113,0,0,1,0,Current,6/1/2018,Night,0
8180,7,PAYMENT,Colombia,22094.36,C2065373060,14454,0,M680415425,0,0,17,0,Current,6/1/2018,Night,0
8181,7,DEBIT,Mexico,3352.99,C1491128748,15066,11713.01,C571435580,41614,11501.46,20,0,Current,8/1/2018,Afternoon,0
8182,7,CASH_IN,Brasil,56641.09,C2142908670,16038,72679.09,C1244869566,20896,0,7,0,Current,9/1/2018,Morning,0
8183,7,TRANSFER,Mexico,371417.6,C1556004794,72679.09,0,C1838584624,7481175.85,7852593.45,1,0,Current,10/1/2018,Afternoon,0
8184,7,PAYMENT,Honduras,9778.97,C107799732,203240,193461.03,M1491019876,0,0,14,0,Current,11/1/2018,Afternoon,0
8185,7,PAYMENT,Chile,15349.39,C1993137729,9301,0,M1596390477,0,0,14,0,Current,12/1/2018,Night,0
8186,7,PAYMENT,Brasil,8374.99,C1049553497,0,0,M531855844,0,0,11,0,Current,13/1/2018,Morning,0
8187,7,PAYMENT,Colombia,1384.33,C261980805,41515,40130.67,M1739703215,0,0,8,0,Savings,16/1/2018,Afternoon,0
8188,7,CASH_OUT,Mexico,79043.83,C774123810,40130.67,0,C634210724,104539.76,98172.83,14,0,Savings,19/1/2018,Morning,0
8189,7,CASH_OUT,Peru,175207.2,C710676827,0,0,C465257140,414846.27,1078685.56,16,0,Current,25/1/2018,Morning,0
8190,7,PAYMENT,Brasil,5624.03,C1236678463,110153,104528.97,M552806685,0,0,13,0,Current,3/1/2018,Night,0
8191,7,PAYMENT,Mexico,4133.41,C793882880,10849,6715.59,M1699593080,0,0,16,0,Savings,5/1/2018,Morning,0
8192,7,CASH_OUT,Mexico,75837.12,C498759457,8892,0,C1436136891,0,113877.36,3,0,Savings,7/1/2018,Morning,0
